Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit,JEE_Score,University
18024,319.0,104.0,2.0,5.0,3.8,8.63,0,0.77,335,Manipal
18025,327.0,118.0,4.0,2.6,4.9,8.26,1,0.897,251,Symbiosis
18026,320.0,108.0,5.0,4.8,4.6,8.77,0,0.747,323,Manipal
18027,320.0,102.0,3.0,3.2,3.3,8.47,1,0.791,298,Manipal
18028,312.0,96.0,3.0,2.0,3.1,8.18,1,0.72,282,SRM
18029,314.0,107.0,1.0,5.0,3.1,8.0,0,0.704,342,Manipal
18030,306.0,115.0,4.0,4.1,3.7,9.25,1,0.836,304,NIT
18031,326.0,104.0,4.0,5.0,1.5,7.83,0,0.706,357,NIT
18032,297.0,109.0,4.0,4.2,2.4,8.46,0,0.693,272,Symbiosis
18033,327.0,112.0,3.0,3.5,5.0,9.72,1,0.849,306,BITS Pilani
18034,301.0,111.0,3.0,2.5,3.2,8.9,1,0.788,331,BITS Pilani
18035,327.0,107.0,3.0,2.8,2.1,7.47,1,0.811,303,Manipal
18036,312.0,103.0,4.0,1.6,4.5,7.17,0,0.741,309,Symbiosis
18037,303.0,106.0,3.0,2.1,5.0,8.65,1,0.758,298,Manipal
18038,323.0,101.0,3.0,3.6,4.7,8.81,1,0.826,314,NIT
18039,327.0,101.0,1.0,1.4,3.9,8.97,1,0.761,314,BITS Pilani
18040,312.0,113.0,4.0,2.3,1.7,9.43,1,0.774,317,BITS Pilani
18041,325.0,109.0,3.0,2.6,4.1,7.57,1,0.778,332,BITS Pilani
18042,291.0,109.0,1.0,3.2,3.1,8.95,1,0.787,341,IIT
18043,302.0,103.0,4.0,3.6,3.1,9.26,0,0.724,311,SRM
18044,331.0,114.0,4.0,3.0,2.0,8.38,0,0.717,313,SRM
18045,314.0,106.0,3.0,2.5,2.5,8.31,0,0.676,303,Symbiosis
18046,295.0,108.0,2.0,2.7,4.2,8.06,0,0.683,336,Manipal
18047,309.0,114.0,4.0,3.8,4.0,9.22,1,0.816,333,IIT
18048,306.0,103.0,3.0,2.0,4.0,8.41,1,0.771,260,Symbiosis
18049,315.0,103.0,1.0,4.9,2.7,8.9,0,0.721,270,Symbiosis
18050,312.0,113.0,3.0,2.5,3.4,8.69,1,0.797,297,Manipal
18051,318.0,112.0,3.0,4.7,3.4,8.78,1,0.84,324,BITS Pilani
18052,316.0,109.0,3.0,1.4,2.6,8.22,0,0.693,312,SRM
18053,332.0,94.0,2.0,3.3,4.6,7.37,0,0.709,322,SRM
18054,321.0,115.0,3.0,4.2,3.4,8.09,0,0.711,306,SRM
18055,322.0,103.0,4.0,4.3,3.4,9.89,1,0.817,360,IIT
18056,330.0,104.0,1.0,2.6,2.7,9.08,1,0.791,350,IIT
18057,312.0,106.0,4.0,3.6,4.5,9.29,1,0.836,318,BITS Pilani
18058,302.0,100.0,4.0,3.9,2.5,8.7,1,0.781,335,BITS Pilani
18059,330.0,115.0,3.0,2.6,3.2,8.68,1,0.797,284,Manipal
18060,318.0,108.0,2.0,2.7,3.6,8.35,0,0.708,312,SRM
18061,318.0,111.0,4.0,2.7,2.0,8.64,0,0.725,324,Manipal
18062,309.0,102.0,5.0,2.9,3.0,8.15,1,0.728,322,NIT
18063,310.0,113.0,2.0,5.0,4.1,8.85,1,0.891,269,SRM
18064,326.0,116.0,3.0,3.5,5.0,8.6,1,0.907,317,BITS Pilani
18065,328.0,99.0,2.0,3.8,5.0,9.82,1,0.853,351,IIT
18066,325.0,100.0,2.0,1.3,2.5,9.11,0,0.586,338,NIT
18067,325.0,102.0,3.0,3.5,3.7,9.52,1,0.818,354,IIT
18068,323.0,113.0,4.0,2.8,4.4,9.48,0,0.69,341,BITS Pilani
18069,318.0,108.0,4.0,3.8,3.5,8.5,0,0.705,313,SRM
18070,314.0,107.0,3.0,5.0,4.1,8.57,0,0.74,326,Manipal
18071,330.0,109.0,5.0,1.0,1.7,8.35,1,0.775,308,NIT
18072,312.0,119.0,2.0,3.2,3.0,8.02,1,0.782,309,NIT
18073,321.0,97.0,2.0,3.7,2.0,9.14,0,0.683,345,NIT
18074,307.0,105.0,3.0,2.1,2.7,8.93,1,0.778,316,BITS Pilani
18075,309.0,90.0,3.0,3.7,1.4,8.67,1,0.745,320,NIT
18076,314.0,110.0,3.0,2.7,2.0,9.09,1,0.84,343,IIT
18077,307.0,114.0,4.0,2.3,3.3,9.34,0,0.738,335,NIT
18078,325.0,105.0,2.0,4.1,3.5,8.5,1,0.844,351,IIT
18079,301.0,111.0,5.0,2.4,4.9,7.84,1,0.841,353,IIT
18080,318.0,98.0,2.0,2.9,4.0,9.8,0,0.712,353,BITS Pilani
18081,318.0,110.0,2.0,4.3,2.0,8.27,1,0.813,298,Manipal
18082,296.0,120.0,4.0,5.0,2.8,8.67,0,0.787,316,SRM
18083,311.0,105.0,5.0,2.7,4.8,8.95,1,0.888,323,BITS Pilani
18084,319.0,110.0,3.0,3.9,3.3,9.48,1,0.841,341,IIT
18085,321.0,104.0,5.0,4.5,2.2,8.23,1,0.764,354,IIT
18086,314.0,108.0,2.0,2.6,3.5,8.34,1,0.791,268,Symbiosis
18087,324.0,114.0,1.0,2.0,3.9,9.26,0,0.735,359,IIT
18088,315.0,111.0,4.0,3.5,4.9,7.96,1,0.826,353,IIT
18089,317.0,107.0,1.0,3.9,4.1,6.98,0,0.685,320,Symbiosis
18090,319.0,106.0,3.0,2.9,4.2,8.84,1,0.823,328,BITS Pilani
18091,327.0,100.0,5.0,2.7,1.1,8.21,1,0.821,319,NIT
18092,309.0,113.0,2.0,1.2,1.5,9.53,1,0.804,319,BITS Pilani
18093,311.0,112.0,2.0,3.8,2.9,9.15,0,0.768,337,NIT
18094,309.0,100.0,2.0,4.8,4.2,8.56,1,0.826,321,NIT
18095,313.0,108.0,2.0,2.1,3.9,8.86,1,0.848,333,IIT
18096,333.0,102.0,2.0,2.1,4.4,8.24,0,0.681,336,Manipal
18097,323.0,104.0,1.0,2.1,3.9,8.99,0,0.705,347,BITS Pilani
18098,304.0,112.0,4.0,2.7,4.1,7.83,0,0.722,315,SRM
18099,310.0,113.0,1.0,3.9,4.3,9.04,1,0.837,287,Manipal
18100,321.0,112.0,4.0,3.0,4.2,8.6,1,0.852,347,IIT
18101,306.0,106.0,1.0,3.9,3.3,8.91,0,0.694,360,BITS Pilani
18102,308.0,110.0,3.0,1.9,2.8,8.46,1,0.808,309,NIT
18103,332.0,102.0,4.0,2.3,2.1,8.44,0,0.673,360,BITS Pilani
18104,310.0,112.0,3.0,2.6,3.8,7.63,1,0.831,285,SRM
18105,327.0,107.0,2.0,3.0,4.2,9.43,1,0.864,329,IIT
18106,331.0,104.0,3.0,3.1,3.8,10.0,1,0.899,326,IIT
18107,308.0,103.0,2.0,3.7,4.1,8.5,1,0.836,334,BITS Pilani
18108,306.0,111.0,3.0,3.2,4.0,9.17,1,0.837,354,IIT
18109,313.0,106.0,2.0,4.0,4.4,9.2,1,0.847,315,BITS Pilani
18110,304.0,104.0,4.0,4.0,3.0,8.55,1,0.782,333,BITS Pilani
18111,318.0,104.0,3.0,2.6,3.6,8.58,1,0.828,360,IIT
18112,314.0,100.0,4.0,2.7,3.1,9.19,0,0.663,317,SRM
18113,321.0,108.0,4.0,2.8,4.2,7.41,0,0.763,310,Symbiosis
18114,332.0,109.0,4.0,4.4,2.9,7.92,1,0.841,335,BITS Pilani
18115,326.0,98.0,3.0,3.4,2.4,7.9,1,0.772,293,SRM
18116,322.0,101.0,2.0,3.2,3.1,8.23,1,0.787,310,NIT
18117,294.0,97.0,2.0,3.4,4.1,9.69,1,0.841,360,IIT
18118,321.0,115.0,3.0,4.9,1.8,8.81,1,0.868,302,NIT
18119,336.0,111.0,4.0,4.9,2.8,7.67,0,0.722,348,NIT
18120,282.0,114.0,3.0,3.3,3.4,8.88,1,0.825,310,NIT
18121,324.0,117.0,3.0,5.0,3.3,8.61,0,0.774,320,Manipal
18122,315.0,110.0,2.0,3.9,2.5,8.32,1,0.787,312,NIT
18123,307.0,107.0,3.0,3.3,2.7,9.17,1,0.815,360,IIT
18124,326.0,108.0,3.0,3.8,3.3,8.08,1,0.834,328,BITS Pilani
18125,336.0,103.0,4.0,3.3,4.4,8.47,1,0.812,346,IIT
18126,325.0,102.0,3.0,2.4,4.4,8.34,0,0.662,358,BITS Pilani
18127,312.0,105.0,3.0,4.0,3.0,8.88,1,0.754,302,NIT
18128,306.0,106.0,4.0,4.3,3.6,8.22,1,0.911,274,Symbiosis
18129,318.0,97.0,5.0,2.4,2.0,7.75,1,0.749,355,IIT
18130,326.0,100.0,4.0,2.8,3.8,8.91,1,0.859,330,BITS Pilani
18131,312.0,99.0,2.0,2.6,3.2,8.32,1,0.772,326,NIT
18132,313.0,99.0,4.0,4.4,3.4,8.1,1,0.766,294,SRM
18133,340.0,111.0,5.0,2.6,5.0,7.12,1,0.788,326,NIT
18134,329.0,105.0,4.0,5.0,3.6,7.81,1,0.859,284,SRM
18135,329.0,106.0,3.0,3.7,3.7,8.49,0,0.713,322,Manipal
18136,300.0,110.0,5.0,3.7,2.5,8.64,0,0.711,283,Symbiosis
18137,308.0,112.0,1.0,3.6,3.5,9.25,1,0.86,290,Manipal
18138,317.0,110.0,2.0,2.7,1.7,9.26,1,0.779,312,BITS Pilani
18139,305.0,117.0,1.0,2.5,3.6,7.83,1,0.805,245,Symbiosis
18140,335.0,107.0,1.0,2.2,4.1,7.86,0,0.706,296,Symbiosis
18141,332.0,108.0,3.0,2.0,3.6,9.33,0,0.685,356,IIT
18142,310.0,104.0,2.0,3.9,4.3,9.44,1,0.847,330,IIT
18143,337.0,96.0,2.0,3.3,2.1,9.1,1,0.822,299,NIT
18144,316.0,108.0,1.0,3.3,3.3,9.4,0,0.797,330,NIT
18145,340.0,112.0,4.0,2.9,4.4,8.44,1,0.871,312,BITS Pilani
18146,318.0,103.0,2.0,2.8,2.8,7.78,1,0.795,325,NIT
18147,323.0,104.0,4.0,3.1,4.2,9.02,1,0.856,320,BITS Pilani
18148,332.0,113.0,3.0,3.5,4.5,7.92,0,0.784,314,SRM
18149,331.0,107.0,5.0,3.4,2.6,8.69,1,0.834,329,IIT
18150,322.0,102.0,3.0,2.6,3.2,9.56,1,0.862,360,IIT
18151,315.0,101.0,4.0,3.2,2.3,8.75,1,0.731,293,Manipal
18152,322.0,111.0,3.0,2.7,3.1,8.73,1,0.807,321,BITS Pilani
18153,307.0,106.0,4.0,5.0,3.1,8.95,0,0.759,327,Manipal
18154,318.0,106.0,4.0,4.3,3.2,9.22,0,0.763,303,SRM
18155,304.0,99.0,3.0,4.9,3.9,8.36,0,0.715,268,Symbiosis
18156,296.0,110.0,4.0,2.8,3.4,7.49,0,0.665,276,Symbiosis
18157,317.0,113.0,4.0,3.0,3.8,8.38,1,0.862,327,BITS Pilani
18158,331.0,105.0,1.0,4.0,3.8,8.91,1,0.854,323,BITS Pilani
18159,327.0,110.0,4.0,2.3,3.3,9.15,0,0.701,322,Manipal
18160,316.0,105.0,4.0,3.3,4.0,8.83,0,0.735,337,NIT
18161,336.0,111.0,3.0,5.0,2.9,8.55,1,0.813,308,NIT
18162,310.0,110.0,2.0,4.5,4.4,8.82,1,0.861,313,NIT
18163,295.0,105.0,4.0,3.1,2.9,8.39,0,0.675,259,Symbiosis
18164,292.0,94.0,2.0,3.5,2.9,8.79,1,0.74,304,Manipal
18165,303.0,102.0,1.0,3.0,3.2,9.34,1,0.821,319,BITS Pilani
18166,326.0,109.0,4.0,4.8,2.7,8.79,1,0.806,344,IIT
18167,309.0,113.0,4.0,3.5,3.6,8.09,0,0.741,269,Symbiosis
18168,322.0,104.0,2.0,4.5,3.1,8.91,1,0.856,317,BITS Pilani
18169,335.0,115.0,4.0,5.0,4.2,7.83,1,0.899,286,Manipal
18170,304.0,116.0,3.0,3.2,2.0,8.94,1,0.796,305,NIT
18171,322.0,111.0,4.0,2.7,2.5,9.39,1,0.839,356,IIT
18172,323.0,100.0,5.0,3.0,2.9,9.37,1,0.813,314,BITS Pilani
18173,307.0,112.0,2.0,3.0,3.0,7.83,0,0.748,258,Symbiosis
18174,332.0,104.0,3.0,4.1,3.5,9.06,0,0.766,315,Manipal
18175,313.0,104.0,2.0,1.0,5.0,7.71,1,0.762,259,Symbiosis
18176,312.0,110.0,4.0,4.3,3.1,8.7,0,0.744,275,Symbiosis
18177,340.0,110.0,3.0,5.0,2.7,8.36,0,0.791,346,NIT
18178,322.0,110.0,3.0,2.5,4.6,8.0,1,0.828,277,SRM
18179,327.0,111.0,3.0,2.6,2.5,8.75,1,0.819,334,IIT
18180,332.0,107.0,2.0,1.8,4.7,7.94,1,0.824,324,BITS Pilani
18181,309.0,98.0,3.0,2.5,3.9,9.08,1,0.81,306,NIT
18182,331.0,120.0,3.0,4.8,3.6,9.26,0,0.811,343,BITS Pilani
18183,311.0,105.0,4.0,2.3,5.0,9.45,0,0.716,300,SRM
18184,310.0,103.0,4.0,3.5,2.8,9.67,1,0.849,343,IIT
18185,313.0,100.0,3.0,2.1,2.4,8.84,1,0.784,298,Manipal
18186,309.0,108.0,5.0,3.5,1.0,8.67,1,0.802,304,NIT
18187,326.0,107.0,4.0,2.9,3.2,8.67,1,0.837,302,NIT
18188,319.0,106.0,2.0,4.4,2.9,8.86,0,0.747,336,NIT
18189,311.0,116.0,4.0,3.9,3.0,9.81,1,0.854,329,IIT
18190,324.0,111.0,4.0,4.2,4.5,8.15,0,0.745,248,Symbiosis
18191,313.0,101.0,3.0,3.2,3.8,8.25,1,0.803,310,Manipal
18192,313.0,120.0,3.0,2.5,2.8,9.29,1,0.767,277,Manipal
18193,317.0,98.0,2.0,3.1,4.6,8.36,0,0.732,307,Symbiosis
18194,322.0,106.0,3.0,4.6,3.8,9.11,1,0.831,326,IIT
18195,321.0,103.0,1.0,2.5,4.4,8.61,0,0.729,306,SRM
18196,312.0,109.0,3.0,2.8,2.7,9.33,1,0.863,329,IIT
18197,326.0,111.0,3.0,4.1,3.4,8.65,0,0.762,345,NIT
18198,314.0,105.0,4.0,2.8,3.1,9.17,1,0.824,297,NIT
18199,309.0,114.0,3.0,4.2,3.8,8.21,1,0.835,283,SRM
18200,300.0,108.0,3.0,3.9,5.0,9.46,1,0.872,314,BITS Pilani
18201,328.0,116.0,4.0,3.5,2.4,7.61,1,0.799,278,SRM
18202,317.0,113.0,2.0,4.4,4.4,9.23,1,0.937,313,BITS Pilani
18203,319.0,104.0,4.0,4.1,3.9,7.77,1,0.847,345,BITS Pilani
18204,328.0,114.0,1.0,2.3,3.2,8.42,1,0.788,282,Manipal
18205,311.0,103.0,2.0,3.4,4.0,8.12,1,0.813,304,Manipal
18206,301.0,111.0,2.0,4.3,2.4,7.56,0,0.72,284,Symbiosis
18207,317.0,110.0,2.0,2.3,4.0,7.51,0,0.75,356,NIT
18208,320.0,104.0,2.0,4.4,2.5,6.96,0,0.706,293,Symbiosis
18209,314.0,95.0,4.0,3.8,3.5,8.36,0,0.649,299,Symbiosis
18210,333.0,116.0,3.0,4.0,1.3,8.55,1,0.841,297,NIT
18211,288.0,110.0,2.0,3.9,3.4,8.59,0,0.659,296,Symbiosis
18212,329.0,107.0,1.0,4.5,3.6,9.0,1,0.858,342,IIT
18213,325.0,107.0,4.0,1.9,3.8,7.96,1,0.816,297,Manipal
18214,322.0,113.0,4.0,3.6,2.5,8.61,1,0.789,345,IIT
18215,279.0,120.0,3.0,3.3,3.5,9.58,1,0.896,301,NIT
18216,331.0,113.0,1.0,2.2,3.2,9.16,0,0.72,347,BITS Pilani
18217,305.0,109.0,3.0,4.9,3.9,9.11,1,0.819,303,NIT
18218,311.0,109.0,2.0,2.8,4.0,7.65,1,0.778,307,Manipal
18219,315.0,109.0,3.0,3.9,4.0,8.62,1,0.847,309,NIT
18220,321.0,101.0,5.0,2.3,3.6,7.76,1,0.817,348,BITS Pilani
18221,324.0,111.0,4.0,2.6,3.0,8.3,0,0.709,315,SRM
18222,327.0,99.0,4.0,2.8,4.8,7.99,1,0.797,314,NIT
18223,326.0,110.0,4.0,4.7,2.8,9.15,1,0.91,314,BITS Pilani
18224,319.0,104.0,3.0,3.1,4.6,9.5,1,0.851,314,BITS Pilani
18225,321.0,112.0,3.0,2.4,1.2,8.66,0,0.66,327,Manipal
18226,304.0,110.0,3.0,3.2,2.5,8.67,0,0.68,324,Manipal
18227,308.0,105.0,2.0,3.0,3.1,8.99,0,0.696,291,Symbiosis
18228,327.0,101.0,2.0,3.8,4.5,8.75,0,0.701,323,Manipal
18229,326.0,116.0,4.0,4.2,2.7,8.97,1,0.858,333,IIT
18230,325.0,107.0,4.0,1.9,4.2,8.92,0,0.751,331,NIT
18231,311.0,118.0,1.0,2.8,3.5,9.06,1,0.783,273,SRM
18232,327.0,100.0,3.0,2.9,3.8,9.54,1,0.803,309,BITS Pilani
18233,303.0,106.0,4.0,2.2,3.1,7.5,0,0.673,267,Symbiosis
18234,329.0,94.0,4.0,2.5,3.3,8.57,1,0.787,319,NIT
18235,314.0,112.0,3.0,4.1,3.0,8.46,1,0.806,295,Manipal
18236,335.0,112.0,5.0,3.8,4.6,8.87,0,0.804,320,Manipal
18237,299.0,104.0,3.0,2.7,3.9,8.04,0,0.673,275,Symbiosis
18238,336.0,103.0,3.0,2.8,2.6,9.05,0,0.769,328,NIT
18239,312.0,105.0,1.0,4.6,4.9,8.63,0,0.761,285,Symbiosis
18240,312.0,106.0,3.0,4.3,3.6,8.33,0,0.679,326,SRM
18241,319.0,104.0,5.0,3.4,3.5,8.49,1,0.858,331,BITS Pilani
18242,309.0,114.0,3.0,2.8,2.7,8.64,1,0.749,310,NIT
18243,316.0,104.0,3.0,4.5,3.7,7.99,1,0.816,303,Manipal
18244,308.0,96.0,3.0,3.1,3.0,7.44,1,0.728,245,Symbiosis
18245,309.0,106.0,4.0,2.7,2.6,8.87,1,0.839,300,NIT
18246,322.0,104.0,2.0,2.4,2.2,8.61,0,0.674,291,Symbiosis
18247,306.0,99.0,5.0,2.2,3.7,9.86,1,0.777,325,IIT
18248,308.0,108.0,4.0,2.3,2.9,8.76,0,0.672,327,Manipal
18249,301.0,95.0,4.0,3.7,4.4,7.67,0,0.746,302,Symbiosis
18250,311.0,110.0,4.0,3.7,4.6,9.61,1,0.873,352,IIT
18251,331.0,107.0,3.0,5.0,2.6,7.81,0,0.789,300,Symbiosis
18252,307.0,104.0,2.0,4.5,4.2,8.17,1,0.828,293,SRM
18253,308.0,100.0,4.0,3.1,4.7,7.45,0,0.691,325,SRM
18254,319.0,98.0,4.0,2.8,4.5,9.22,0,0.739,336,NIT
18255,312.0,113.0,3.0,4.6,5.0,8.85,1,0.841,309,NIT
18256,340.0,105.0,3.0,3.9,2.7,8.3,0,0.689,360,BITS Pilani
18257,315.0,97.0,3.0,4.3,3.6,7.5,1,0.809,317,Manipal
18258,320.0,107.0,1.0,2.9,1.9,8.42,1,0.79,316,NIT
18259,327.0,106.0,2.0,2.2,4.4,8.37,1,0.859,302,NIT
18260,327.0,116.0,2.0,3.0,3.7,8.51,1,0.832,360,IIT
18261,319.0,105.0,4.0,4.5,3.8,9.76,1,0.887,339,IIT
18262,315.0,113.0,4.0,4.8,2.7,8.26,0,0.757,310,SRM
18263,339.0,106.0,2.0,3.8,3.2,8.79,0,0.672,348,BITS Pilani
18264,315.0,100.0,4.0,3.8,2.5,8.28,1,0.77,330,BITS Pilani
18265,311.0,110.0,3.0,1.8,2.2,8.31,1,0.747,317,NIT
18266,309.0,115.0,3.0,3.6,3.7,8.46,1,0.824,332,BITS Pilani
18267,297.0,113.0,2.0,2.9,4.0,9.36,1,0.867,320,BITS Pilani
18268,326.0,109.0,5.0,2.8,2.7,10.0,1,0.83,351,IIT
18269,290.0,113.0,1.0,3.5,4.0,7.54,0,0.667,269,Symbiosis
18270,316.0,108.0,2.0,3.5,4.0,8.89,0,0.732,360,BITS Pilani
18271,314.0,108.0,4.0,3.0,1.9,9.66,1,0.783,292,NIT
18272,340.0,98.0,2.0,3.1,2.5,9.33,1,0.81,345,IIT
18273,296.0,108.0,2.0,3.0,4.6,9.77,1,0.9,279,Manipal
18274,306.0,116.0,2.0,3.5,4.6,8.25,0,0.739,305,SRM
18275,315.0,97.0,3.0,4.7,4.1,8.5,0,0.711,298,Symbiosis
18276,314.0,99.0,4.0,4.8,3.7,8.87,0,0.756,323,Manipal
18277,310.0,105.0,2.0,2.1,3.3,7.61,0,0.622,307,Symbiosis
18278,316.0,99.0,5.0,2.2,3.0,8.18,1,0.819,286,SRM
18279,302.0,111.0,2.0,3.1,2.4,8.08,0,0.628,292,Symbiosis
18280,321.0,97.0,4.0,2.6,4.5,8.69,1,0.803,353,IIT
18281,290.0,111.0,2.0,3.3,3.3,8.0,1,0.779,254,Symbiosis
18282,316.0,113.0,4.0,2.9,2.7,8.6,0,0.728,296,Symbiosis
18283,310.0,111.0,4.0,3.8,2.2,8.6,1,0.792,334,IIT
18284,328.0,107.0,2.0,3.6,3.6,8.27,1,0.801,327,BITS Pilani
18285,336.0,110.0,4.0,2.1,3.7,8.24,0,0.701,336,NIT
18286,313.0,100.0,4.0,3.1,2.4,8.59,0,0.692,338,Manipal
18287,332.0,109.0,3.0,2.9,2.1,8.5,0,0.667,302,SRM
18288,313.0,103.0,4.0,2.5,3.1,7.58,1,0.773,293,SRM
18289,306.0,113.0,2.0,3.8,4.6,9.12,1,0.905,295,NIT
18290,336.0,112.0,5.0,3.5,4.4,9.56,0,0.725,326,NIT
18291,322.0,102.0,4.0,2.9,3.0,8.42,1,0.766,351,IIT
18292,317.0,109.0,2.0,3.8,3.8,8.48,1,0.814,270,SRM
18293,324.0,110.0,4.0,3.8,2.8,9.14,1,0.859,304,NIT
18294,320.0,104.0,3.0,2.6,4.1,8.41,1,0.838,281,SRM
18295,316.0,107.0,2.0,5.0,3.1,8.24,1,0.823,347,IIT
18296,301.0,110.0,4.0,4.1,4.5,8.55,1,0.819,292,Manipal
18297,313.0,104.0,4.0,2.8,3.5,8.25,0,0.71,310,SRM
18298,324.0,102.0,1.0,4.0,2.3,8.02,0,0.705,274,Symbiosis
18299,315.0,109.0,3.0,2.4,1.9,8.33,0,0.681,298,Symbiosis
18300,327.0,116.0,3.0,3.0,2.3,9.65,1,0.806,353,IIT
18301,321.0,106.0,3.0,3.6,4.4,8.59,0,0.724,318,SRM
18302,307.0,105.0,3.0,3.8,2.2,8.23,1,0.805,301,Manipal
18303,302.0,102.0,4.0,4.1,3.2,9.5,0,0.715,280,Symbiosis
18304,315.0,114.0,2.0,1.0,4.8,7.52,1,0.805,293,SRM
18305,311.0,113.0,2.0,2.3,4.4,10.0,0,0.743,324,NIT
18306,320.0,106.0,2.0,4.2,2.6,8.08,1,0.86,292,Manipal
18307,308.0,102.0,4.0,3.2,2.2,9.09,0,0.652,329,Manipal
18308,310.0,102.0,2.0,4.1,4.4,8.02,1,0.791,332,BITS Pilani
18309,328.0,102.0,4.0,3.5,5.0,8.36,1,0.799,307,NIT
18310,318.0,104.0,4.0,3.3,3.2,8.71,0,0.724,338,NIT
18311,309.0,104.0,3.0,2.8,2.5,9.65,1,0.775,311,BITS Pilani
18312,317.0,103.0,3.0,2.7,4.5,7.78,1,0.799,333,BITS Pilani
18313,332.0,114.0,3.0,4.4,4.4,8.7,0,0.716,360,IIT
18314,320.0,117.0,5.0,3.8,2.8,9.12,0,0.744,293,SRM
18315,323.0,101.0,2.0,3.3,3.2,8.41,1,0.757,347,IIT
18316,308.0,104.0,1.0,3.0,3.9,8.98,0,0.729,349,NIT
18317,328.0,101.0,1.0,3.2,3.4,7.7,1,0.783,295,SRM
18318,340.0,109.0,3.0,2.3,5.0,8.68,0,0.779,317,Manipal
18319,308.0,105.0,3.0,2.5,1.8,9.41,1,0.723,296,NIT
18320,303.0,101.0,2.0,4.3,4.7,7.81,1,0.84,302,SRM
18321,318.0,117.0,2.0,2.7,3.3,8.19,1,0.849,297,Manipal
18322,326.0,110.0,4.0,3.2,2.5,7.03,1,0.734,300,SRM
18323,315.0,101.0,4.0,3.7,4.2,8.34,1,0.793,335,BITS Pilani
18324,305.0,116.0,3.0,3.8,3.3,7.25,1,0.786,258,Symbiosis
18325,315.0,100.0,3.0,2.0,4.4,7.93,1,0.76,291,SRM
18326,323.0,111.0,3.0,2.6,4.5,8.99,0,0.759,342,NIT
18327,312.0,120.0,4.0,3.6,3.2,7.59,1,0.852,325,BITS Pilani
18328,323.0,106.0,4.0,4.4,2.1,8.87,1,0.798,294,Manipal
18329,330.0,105.0,4.0,2.5,5.0,8.96,1,0.881,344,IIT
18330,319.0,108.0,4.0,5.0,3.1,8.17,1,0.82,352,IIT
18331,316.0,120.0,2.0,2.8,2.6,8.03,0,0.705,303,SRM
18332,326.0,116.0,3.0,2.8,2.6,7.92,1,0.859,292,Manipal
18333,307.0,104.0,4.0,2.8,4.0,7.9,1,0.735,326,NIT
18334,306.0,109.0,3.0,2.6,5.0,8.92,0,0.752,356,BITS Pilani
18335,313.0,113.0,3.0,3.2,4.6,7.81,1,0.806,279,SRM
18336,311.0,105.0,2.0,3.8,2.0,8.69,1,0.753,315,NIT
18337,307.0,100.0,2.0,4.9,4.1,7.34,0,0.746,326,Symbiosis
18338,337.0,114.0,2.0,4.2,3.8,8.55,1,0.872,330,IIT
18339,340.0,110.0,2.0,3.3,3.6,9.41,0,0.784,298,SRM
18340,312.0,109.0,3.0,3.3,2.0,8.92,0,0.758,331,Manipal
18341,318.0,114.0,2.0,4.4,3.9,8.34,0,0.715,287,Symbiosis
18342,314.0,100.0,4.0,1.7,5.0,8.14,0,0.667,280,Symbiosis
18343,329.0,106.0,2.0,2.8,3.3,7.64,1,0.771,278,SRM
18344,331.0,120.0,3.0,1.6,3.2,9.06,0,0.754,360,IIT
18345,296.0,111.0,3.0,3.2,3.3,9.22,1,0.812,285,Manipal
18346,322.0,111.0,2.0,3.0,2.6,8.8,1,0.771,333,IIT
18347,302.0,108.0,3.0,2.8,2.2,8.79,0,0.703,320,SRM
18348,336.0,96.0,1.0,3.7,3.4,7.31,1,0.856,324,NIT
18349,321.0,102.0,4.0,2.6,3.1,9.02,0,0.689,327,Manipal
18350,307.0,113.0,3.0,2.8,2.7,8.32,0,0.651,310,SRM
18351,314.0,104.0,5.0,3.9,3.4,8.42,1,0.87,317,NIT
18352,313.0,106.0,3.0,2.5,3.6,8.95,0,0.725,300,SRM
18353,322.0,109.0,4.0,2.8,4.1,7.7,1,0.784,293,SRM
18354,328.0,101.0,4.0,3.3,4.2,8.17,0,0.702,313,SRM
18355,304.0,99.0,3.0,3.8,1.4,8.3,0,0.658,291,Symbiosis
18356,337.0,107.0,1.0,4.2,3.7,7.83,1,0.829,337,BITS Pilani
18357,335.0,105.0,5.0,3.2,4.4,8.66,0,0.775,360,BITS Pilani
18358,307.0,109.0,3.0,4.8,3.6,7.95,1,0.823,304,Manipal
18359,317.0,98.0,3.0,2.9,3.2,9.22,1,0.825,300,NIT
18360,336.0,104.0,3.0,3.5,4.7,8.07,1,0.814,266,Symbiosis
18361,330.0,111.0,5.0,4.1,4.1,7.81,1,0.837,299,Manipal
18362,313.0,120.0,4.0,2.3,4.1,8.81,1,0.851,286,Manipal
18363,326.0,108.0,4.0,4.8,4.1,8.05,1,0.844,298,Manipal
18364,340.0,111.0,3.0,2.7,3.2,8.5,1,0.731,335,IIT
18365,318.0,110.0,5.0,3.8,4.0,8.59,1,0.831,320,BITS Pilani
18366,309.0,109.0,3.0,2.3,3.0,8.21,1,0.814,345,IIT
18367,318.0,111.0,2.0,2.2,4.0,7.85,1,0.781,325,BITS Pilani
18368,319.0,101.0,3.0,3.2,5.0,8.62,0,0.732,360,BITS Pilani
